name,cpu,cpu_cores,cpu_threads,cpu_benchmark,ram,ram_gb,storage,storage_gb,nvme,bandwidth,location,country,country_code,price_monthly,currency,price_usd,url
Intel Xeon Gold 6426Y 2.5GHz 16 cores,Intel Xeon Gold 6426Y 2.5GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,583,EUR,716.0,https://valebyte.com/en/servers/intel-xeon-gold-6426y-25ghz-16-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6426Y 2.5GHz 16 cores,Intel Xeon Gold 6426Y 2.5GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,583,EUR,716.0,https://valebyte.com/en/servers/intel-xeon-gold-6426y-25ghz-16-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,583,EUR,716.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,583,EUR,716.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Gold 5218 2.3GHz 16 cores,[Dual] Intel Xeon Gold 5218 2.3GHz 16 cores,16,32,,64 GB DDR4,64,4x 6 TB (HDD SATA),24000,False,5 TB @ 1 Gbps,"Dubai, AE",United Arab Emirates,AE,584,EUR,717.0,https://valebyte.com/en/servers/dual-intel-xeon-gold-5218-23ghz-16-cores-dubai-ae/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9135 3.65GHz 16 cores,AMD EPYC 9135 3.65GHz 16 cores,16,32,,128 GB DDR5,128,2x 2 TB (SSD NVMe),4000,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,584,EUR,717.0,https://valebyte.com/en/servers/amd-epyc-9135-365ghz-16-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313P,"AMD EPYC 7313P, 16C/32T @ 3.0GHz",16,32,,128 GB DDR4,128,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,585,EUR,718.0,https://valebyte.com/en/servers/scaleway-em-i210e-nvme-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Warsaw, PL",Poland,PL,587,EUR,721.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"London, UK",UK,UK,587,EUR,721.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-london-uk-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Frankfurt, DE",Germany,DE,587,EUR,721.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Lille, FR",France,FR,587,EUR,721.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Silver 4510 2.4GHz 12 cores,[Dual] Intel Xeon Silver 4510 2.4GHz 12 cores,12,24,,64 GB DDR5,64,2x 240 GB (SSD SATA),480,False,5 TB @ 1 Gbps,"Dubai, AE",United Arab Emirates,AE,591,EUR,726.0,https://valebyte.com/en/servers/dual-intel-xeon-silver-4510-24ghz-12-cores-dubai-ae/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,10,20,,128 GB DDR4,128,2x 960 GB (SSD SATA),1920,False,25 TB @ 10 Gbps,"Mumbai, IN",India,IN,591,EUR,726.0,https://valebyte.com/en/servers/dual-intel-xeon-silver-4114-22ghz-10-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Gold 6154 3GHz 18 cores,[Dual] Intel Xeon Gold 6154 3GHz 18 cores,18,36,,64 GB DDR4,64,240 GB (SSD SATA),240,False,10 TB @ 100 Mbps,"San Jose, CR",Costa Rica,CR,592,EUR,727.0,https://valebyte.com/en/servers/dual-intel-xeon-gold-6154-3ghz-18-cores-san-jose-cr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"London, UK",UK,UK,593,EUR,728.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2640 v4 2.4GHz 10 cores,[Dual] Intel Xeon E5-2640 v4 2.4GHz 10 cores,10,20,,128 GB DDR4,128,2x 960 GB (SSD SATA),1920,False,50 TB @ 10 Gbps,"Dubai, AE",United Arab Emirates,AE,593,EUR,728.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2640-v4-24ghz-10-cores-dubai-ae/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Lille, FR",France,FR,593,EUR,728.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Warsaw, PL",Poland,PL,593,EUR,728.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Gold 6132 2.6GHz 14 cores,[Dual] Intel Xeon Gold 6132 2.6GHz 14 cores,14,28,,192 GB DDR4,192,2x 960 GB (SSD SATA),1920,False,25 TB @ 10 Gbps,"Mumbai, IN",India,IN,593,EUR,728.0,https://valebyte.com/en/servers/dual-intel-xeon-gold-6132-26ghz-14-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214R 2.40GHz 2x 24 cores,Intel Xeon Silver 4214R 2.40GHz 2x 24 cores,24,48,29007,576 GB DDR4,576,2 x 1.92 TB (NVMe SSD),3840,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,594,EUR,729.0,https://valebyte.com/en/servers/intel-xeon-silver-4214r-2-40ghz-2x-24-576gb-3840gb-paris-fr-3f86b8/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7532 2.40GHz 32 cores,AMD EPYC 7532 2.40GHz 32 cores,32,64,57000,256 GB DDR4,256,2 x 1.92 TB (NVMe SSD),3840,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,594,EUR,729.0,https://valebyte.com/en/servers/amd-epyc-7532-2-40ghz-32-256gb-3840gb-paris-fr-86d1f5/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 5120 2.20GHz 2x 28 cores,Intel Xeon Gold 5120 2.20GHz 2x 28 cores,28,56,28331,384 GB DDR4,384,4 x 1 TB (NVMe SSD),4000,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,594,EUR,729.0,https://valebyte.com/en/servers/intel-xeon-gold-5120-2-20ghz-2x-28-384gb-4000gb-paris-fr-103995/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 9950X 4.3GHz 16 cores,AMD Ryzen 9 9950X 4.3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,100 TB @ 10 Gbps,"Tokyo, JP",Japan,JP,594,EUR,729.0,https://valebyte.com/en/servers/amd-ryzen-9-9950x-43ghz-16-cores-tokyo-jp-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7532 2.40GHz 32 cores,AMD EPYC 7532 2.40GHz 32 cores,32,64,57000,256 GB DDR4,256,2 x 1.92 TB (NVMe SSD),3840,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,594,EUR,729.0,https://valebyte.com/en/servers/amd-epyc-7532-2-40ghz-32-256gb-3840gb-amsterdam-nl-bd72d2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214R 2.40GHz 2x 24 cores,Intel Xeon Silver 4214R 2.40GHz 2x 24 cores,24,48,29007,576 GB DDR4,576,2 x 1.92 TB (NVMe SSD),3840,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,594,EUR,729.0,https://valebyte.com/en/servers/intel-xeon-silver-4214r-2-40ghz-2x-24-576gb-3840gb-amsterdam-nl-7c4c89/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 9950X 4.3GHz 16 cores,AMD Ryzen 9 9950X 4.3GHz 16 cores,16,32,,32 GB DDR5,32,500 GB (SSD SATA),500,False,Unmetered @ 1 Gbps,"Budapest, HU",Hungary,HU,599,EUR,736.0,https://valebyte.com/en/servers/amd-ryzen-9-9950x-43ghz-16-cores-budapest-hu/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Gold 6242R 3.1GHz 20 cores,[Dual] Intel Xeon Gold 6242R 3.1GHz 20 cores,20,40,,384 GB DDR4,384,2x 2 TB (SSD NVMe),4000,True,Unmetered @ 10 Gbps,"Paris, FR",France,FR,600,EUR,737.0,https://valebyte.com/en/servers/dual-intel-xeon-gold-6242r-31ghz-20-cores-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2660 v2 2.2GHz 10 cores,[Dual] Intel Xeon E5-2660 v2 2.2GHz 10 cores,10,20,,64 GB DDR3,64,4x 480 GB (SSD SATA),1920,False,Unmetered @ 100 Mbps,"Taipei, TW",Taiwan,TW,603,EUR,740.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2660-v2-22ghz-10-cores-taipei-tw-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 7950X3D,AMD Ryzen 9 7950X3D,,,,192 GB DDR5 ECC,192,2x 1.9 TB (NVMe),3800,True,Unmetered @ 1 Gbps,"Nuremberg, Germany",Germany,DE,603,EUR,740.0,https://valebyte.com/en/servers/amd-ryzen-9-7950x3d-nuremberg-germany-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6442Y 2.6GHz 24 cores,Intel Xeon Gold 6442Y 2.6GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,614,EUR,754.0,https://valebyte.com/en/servers/intel-xeon-gold-6442y-26ghz-24-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6442Y 2.6GHz 24 cores,Intel Xeon Gold 6442Y 2.6GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,614,EUR,754.0,https://valebyte.com/en/servers/intel-xeon-gold-6442y-26ghz-24-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9254 2.9GHz 24 cores,AMD EPYC 9254 2.9GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,614,EUR,754.0,https://valebyte.com/en/servers/amd-epyc-9254-29ghz-24-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9254 2.9GHz 24 cores,AMD EPYC 9254 2.9GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,614,EUR,754.0,https://valebyte.com/en/servers/amd-epyc-9254-29ghz-24-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9355P 3.55GHz 32 cores,AMD EPYC 9355P 3.55GHz 32 cores,32,64,,32 GB DDR5,32,2x 1 TB (SSD NVMe),2000,True,100 TB @ 10 Gbps,"Vilnius, LT",Lithuania,LT,616,EUR,756.0,https://valebyte.com/en/servers/amd-epyc-9355p-355ghz-32-cores-vilnius-lt-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Platinum 8260 2.4GHz + 2x Tesla T4 32GB,Intel Xeon Platinum 8260 2.4GHz,24,48,,256 GB DDR4,256,4x 1 TB SSD SATA,4000,False,200 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,758,USD,758.0,https://valebyte.com/en/servers/intel-xeon-platinum-8260-24ghz-2x-tesla-t4-32gb-helsinki-fi/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,624,EUR,766.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-mumbai-in-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6426Y 2.5GHz 16 cores,Intel Xeon Gold 6426Y 2.5GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,624,EUR,766.0,https://valebyte.com/en/servers/intel-xeon-gold-6426y-25ghz-16-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6426Y 2.5GHz 16 cores,Intel Xeon Gold 6426Y 2.5GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,624,EUR,766.0,https://valebyte.com/en/servers/intel-xeon-gold-6426y-25ghz-16-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6426Y 2.5GHz 16 cores,Intel Xeon Gold 6426Y 2.5GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,624,EUR,766.0,https://valebyte.com/en/servers/intel-xeon-gold-6426y-25ghz-16-cores-singapore-sg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,624,EUR,766.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-singapore-sg-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,624,EUR,766.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-sydney-au-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2680 v4 2.4GHz 14 cores,[Dual] Intel Xeon E5-2680 v4 2.4GHz 14 cores,14,28,,256 GB DDR4,256,2x 2 TB (SSD SATA),4000,False,Unmetered @ 100 Mbps,"Tunis, TN",Tunisia,TN,625,EUR,767.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2680-v4-24ghz-14-cores-tunis-tn/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7900 GPU,AMD Ryzen 7900 GPU,,,,128GB DDR5,128,2x2TB NVMe,4000,True,1 Gbps Unmetered,"Los Angeles, US",United States,US,769,USD,769.0,https://valebyte.com/en/servers/amd-ryzen-7900-gpu-los-angeles-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,10,20,,128 GB DDR4,128,2x 960 GB (SSD SATA) & 2x 480 GB (SSD SATA),2880,False,50 TB @ 10 Gbps,"Sofia, BG",Bulgaria,BG,626,EUR,769.0,https://valebyte.com/en/servers/dual-intel-xeon-silver-4114-22ghz-10-cores-sofia-bg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4484PX 4.4GHz 12 cores,AMD EPYC 4484PX 4.4GHz 12 cores,12,24,,96 GB DDR5,96,2x 1 TB (SSD NVMe),2000,True,20 TB @ 10 Gbps,"Sydney, AU",Australia,AU,629,EUR,772.0,https://valebyte.com/en/servers/amd-epyc-4484px-44ghz-12-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9254 2.9GHz 24 cores,AMD EPYC 9254 2.9GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,644,EUR,791.0,https://valebyte.com/en/servers/amd-epyc-9254-29ghz-24-cores-sydney-au-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,644,EUR,791.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9254 2.9GHz 24 cores,AMD EPYC 9254 2.9GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,644,EUR,791.0,https://valebyte.com/en/servers/amd-epyc-9254-29ghz-24-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9254 2.9GHz 24 cores,AMD EPYC 9254 2.9GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,644,EUR,791.0,https://valebyte.com/en/servers/amd-epyc-9254-29ghz-24-cores-singapore-sg-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,644,EUR,791.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7763 2.45GHz 64 cores,AMD EPYC 7763 2.45GHz 64 cores,64,128,,128 GB DDR4,128,2x 2 TB (SSD NVMe),4000,True,15 TB @ 1 Gbps,"Pune, IN",India,IN,645,EUR,792.0,https://valebyte.com/en/servers/amd-epyc-7763-245ghz-64-cores-pune-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7763 2.45GHz 64 cores,AMD EPYC 7763 2.45GHz 64 cores,64,128,,128 GB DDR4,128,2x 2 TB (SSD NVMe),4000,True,15 TB @ 1 Gbps,"New Delhi, IN",India,IN,645,EUR,792.0,https://valebyte.com/en/servers/amd-epyc-7763-245ghz-64-cores-new-delhi-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2660 v3 2.6GHz 10 cores,[Dual] Intel Xeon E5-2660 v3 2.6GHz 10 cores,10,20,,128 GB DDR4,128,2x 480 GB (SSD SATA),960,False,10 TB @ 10 Gbps,"Lagos, NG",Nigeria,NG,645,EUR,792.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2660-v3-26ghz-10-cores-lagos-ng/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7763 2.45GHz 64 cores,AMD EPYC 7763 2.45GHz 64 cores,64,128,,128 GB DDR4,128,2x 2 TB (SSD NVMe),4000,True,15 TB @ 1 Gbps,"Mumbai, IN",India,IN,645,EUR,792.0,https://valebyte.com/en/servers/amd-epyc-7763-245ghz-64-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9274F,AMD EPYC 9274F,24,48,,384GB ECC REG DDR5,384,2x 1 TB (NVMe),2000,True,100TB @ 10Gbps,"Frankfurt, DE",Germany,DE,795,USD,795.0,https://valebyte.com/en/servers/amd-epyc-9274f-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"London, UK",UK,UK,648,EUR,796.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Warsaw, PL",Poland,PL,648,EUR,796.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Frankfurt, DE",Germany,DE,648,EUR,796.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Lille, FR",France,FR,648,EUR,796.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Quad] Intel Xeon E5-4650 v2 2.4GHz 10 cores,[Quad] Intel Xeon E5-4650 v2 2.4GHz 10 cores,10,20,,64 GB DDR3,64,2x 960 GB (SSD SATA),1920,False,Unmetered @ 1 Gbps,"Novi Travnik, BA",Bosnia and Herzegovina,BA,648,EUR,796.0,https://valebyte.com/en/servers/quad-intel-xeon-e5-4650-v2-24ghz-10-cores-novi-travnik-ba/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6442Y 2.6GHz 24 cores,Intel Xeon Gold 6442Y 2.6GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,655,EUR,804.0,https://valebyte.com/en/servers/intel-xeon-gold-6442y-26ghz-24-cores-singapore-sg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6442Y 2.6GHz 24 cores,Intel Xeon Gold 6442Y 2.6GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,655,EUR,804.0,https://valebyte.com/en/servers/intel-xeon-gold-6442y-26ghz-24-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6442Y 2.6GHz 24 cores,Intel Xeon Gold 6442Y 2.6GHz 24 cores,24,48,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,655,EUR,804.0,https://valebyte.com/en/servers/intel-xeon-gold-6442y-26ghz-24-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Gold 6138 2GHz 20 cores,[Dual] Intel Xeon Gold 6138 2GHz 20 cores,20,40,,256 GB DDR4,256,2x 2 TB (SSD SATA),4000,False,10 TB @ 1 Gbps,"Istanbul, TR",Turkey,TR,655,EUR,804.0,https://valebyte.com/en/servers/dual-intel-xeon-gold-6138-2ghz-20-cores-istanbul-tr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Lille, FR",France,FR,659,EUR,809.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Warsaw, PL",Poland,PL,659,EUR,809.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
