name,cpu,cpu_cores,cpu_threads,cpu_benchmark,ram,ram_gb,storage,storage_gb,nvme,bandwidth,location,country,country_code,price_monthly,currency,price_usd,url
E3-1241 v3,E3-1241 v3,4,8,,16GB,16,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Atlanta, US",United States,US,58,USD,58.0,https://valebyte.com/en/servers/e3-1241-v3-atlanta-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E3-1230 v6,E3-1230 v6,,8,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,58,USD,58.0,https://valebyte.com/en/servers/e3-1230-v6-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,64 GB DDR4 ECC,64,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 500 Mbps,"Sydney, AU",Australia,AU,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-sydney-au-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,32 GB DDR4 ECC,32,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-gravelines-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,32 GB DDR4 ECC,32,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-frankfurt-de-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,32 GB DDR4 ECC,32,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-roubaix-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 500 Mbps,"Singapore, SG",Singapore,SG,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-singapore-sg-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,32 GB DDR4 ECC,32,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Strasbourg, FR",France,FR,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-strasbourg-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,32 GB DDR4 ECC,32,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Beauharnois, CA",Canada,CA,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-beauharnois-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2136 3.3GHz 6 cores,Intel Xeon-E 2136 3.3GHz 6 cores,6,12,,32 GB DDR4 ECC,32,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"London, GB",London,,48,EUR,59.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-london-gb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1240 v5 3.5GHz 4 cores,Intel Xeon E3-1240 v5 3.5GHz 4 cores,4,8,,32 GB DDR4,32,4x 480 GB (SSD SATA),1920,False,30 TB @ 1 Gbps,"London, UK",UK,UK,50,EUR,62.0,https://valebyte.com/en/servers/intel-xeon-e3-1240-v5-35ghz-4-cores-london-uk-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1240 v5 3.5GHz 4 cores,Intel Xeon E3-1240 v5 3.5GHz 4 cores,4,8,,32 GB DDR4,32,4x 2 TB (HDD SATA),8000,False,30 TB @ 1 Gbps,"London, UK",UK,UK,50,EUR,62.0,https://valebyte.com/en/servers/intel-xeon-e3-1240-v5-35ghz-4-cores-london-uk-3/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2430 2.2GHz 6 cores,Intel Xeon E5-2430 2.2GHz 6 cores,6,12,,32 GB DDR3,32,4x 2 TB (HDD SATA),8000,False,Unmetered @ 1 Gbps,"London, UK",UK,UK,50,EUR,62.0,https://valebyte.com/en/servers/intel-xeon-e5-2430-22ghz-6-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Special 32 GB,Intel Special,,,,32 GB,32,,,False,1 Gbps Unmetered Bandwidth,"Miami, US",United States,US,64,USD,64.0,https://valebyte.com/en/servers/intel-special-32-gb-miami-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 5 3600 3.6GHz 6 cores,AMD Ryzen 5 3600 3.6GHz 6 cores,6,12,,32 GB DDR4,32,2x 1 TB (SSD NVMe),2000,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,52,EUR,64.0,https://valebyte.com/en/servers/amd-ryzen-5-3600-36ghz-6-cores-paris-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Core i7-2600 3.4GHz 4 cores,Intel Core i7-2600 3.4GHz 4 cores,4,8,,16 GB DDR3,16,500 GB (SSD SATA),500,False,Unmetered @ 1 Gbps,"Oslo, NO",Norway,NO,52,EUR,64.0,https://valebyte.com/en/servers/intel-core-i7-2600-34ghz-4-cores-oslo-no/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Special 32 GB,Intel Special,,,,32 GB,32,,,False,1 Gbps Unmetered Bandwidth,"New York, US",United States,US,64,USD,64.0,https://valebyte.com/en/servers/intel-special-32-gb-new-york-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon D-1531 2.20GHz 6 cores,Intel Xeon D-1531 2.20GHz 6 cores,6,12,7967,32 GB DDR4,32,2 x 500 GB (SATA SSD),1000,False,Unmetered @ 300 Mbps,"Amsterdam, NL",Netherlands,NL,55,EUR,68.0,https://valebyte.com/en/servers/intel-xeon-d-1531-2-20ghz-6-32gb-1000gb-amsterdam-nl-1d7146/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon D-1531 2.20GHz 6 cores,Intel Xeon D-1531 2.20GHz 6 cores,6,12,7967,32 GB DDR4,32,2 x 500 GB (SATA SSD),1000,False,Unmetered @ 300 Mbps,"Paris, FR",France,FR,55,EUR,68.0,https://valebyte.com/en/servers/intel-xeon-d-1531-2-20ghz-6-32gb-1000gb-paris-fr-f377cc/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3 1245v5 3.50GHz 4 cores,Intel Xeon E3 1245v5 3.50GHz 4 cores,4,8,8038,32 GB DDR4,32,3 x 250 GB (SATA SSD),750,False,Unmetered @ 300 Mbps,"Paris, FR",France,FR,55,EUR,68.0,https://valebyte.com/en/servers/intel-xeon-e3-1245v5-3-50ghz-4-32gb-750gb-paris-fr-174c97/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2136 3.3GHz 6 cores,Intel Xeon E-2136 3.3GHz 6 cores,6,12,,32 GB DDR4,32,2x 512 GB (SSD NVMe),1024,True,Unmetered @ 1 Gbps,"Montreal, CA",Canada,CA,55,EUR,68.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2136 3.3GHz 6 cores,Intel Xeon E-2136 3.3GHz 6 cores,6,12,,32 GB DDR4,32,2x 512 GB (SSD NVMe),1024,True,10 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,55,EUR,68.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-singapore-sg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2136 3.3GHz 6 cores,Intel Xeon E-2136 3.3GHz 6 cores,6,12,,32 GB DDR4,32,2x 512 GB (SSD NVMe),1024,True,10 TB @ 1 Gbps,"Sydney, AU",Australia,AU,55,EUR,68.0,https://valebyte.com/en/servers/intel-xeon-e-2136-33ghz-6-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1245 v5 3.5GHz 4 cores,Intel Xeon E3-1245 v5 3.5GHz 4 cores,4,8,,64 GB DDR4,64,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Sydney, AU",Australia,AU,55,EUR,68.0,https://valebyte.com/en/servers/intel-xeon-e3-1245-v5-35ghz-4-cores-sydney-au-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2620 v3 2.4GHz 6 cores,Intel Xeon E5-2620 v3 2.4GHz 6 cores,6,12,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,Unmetered @ 1 Gbps,"Dusseldorf, DE",Germany,DE,56,EUR,69.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-v3-24ghz-6-cores-dusseldorf-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E3-1240v3,E3-1240v3,4,8,,16GB ECC DDRIII ,16,1x 250 GB (SSD),250,False,30TB @ 1Gbps,"Siauliai, LT",Lithuania,LT,69,USD,69.0,https://valebyte.com/en/servers/e3-1240v3-siauliai-lt/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
i7-7700 K,i7-7700 K,,8,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Chicago, US",United States,US,71,USD,71.0,https://valebyte.com/en/servers/i7-7700-k-chicago-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E3-1270 v6,E3-1270 v6,,8,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Ashburn, US",United States,US,71,USD,71.0,https://valebyte.com/en/servers/e3-1270-v6-ashburn-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E3-1270 v6,E3-1270 v6,,8,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Chicago, US",United States,US,71,USD,71.0,https://valebyte.com/en/servers/e3-1270-v6-chicago-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E3-1270 v6,E3-1270 v6,,8,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"London, GB",London,,71,USD,71.0,https://valebyte.com/en/servers/e3-1270-v6-london-gb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E3-1270 v6,E3-1270 v6,,8,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,71,USD,71.0,https://valebyte.com/en/servers/e3-1270-v6-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen PRO 3600 3.60GHz 6 cores,AMD Ryzen PRO 3600 3.60GHz 6 cores,6,12,17202,16 GB DDR4,16,2 x 1 TB (HDD),2000,False,Unmetered @ 500 Mbps,"Paris, FR",France,FR,58,EUR,72.0,https://valebyte.com/en/servers/amd-ryzen-pro-3600-3-60ghz-6-16gb-2000gb-paris-fr-89c330/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen PRO 3600 3.60GHz 6 cores,AMD Ryzen PRO 3600 3.60GHz 6 cores,6,12,17202,16 GB DDR4,16,2 x 1 TB (HDD),2000,False,Unmetered @ 500 Mbps,"Amsterdam, NL",Netherlands,NL,58,EUR,72.0,https://valebyte.com/en/servers/amd-ryzen-pro-3600-3-60ghz-6-16gb-2000gb-amsterdam-nl-607a99/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Core i7-6700,Intel Core i7-6700,,,,32 GB DDR4,32,2x 8.0 TB (HDD),8000,False,Unmetered @ 1 Gbps,"Falkenstein, Germany",Germany,DE,58,EUR,72.0,https://valebyte.com/en/servers/intel-core-i7-6700-falkenstein-germany-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Pentium Gold G6500 4.1GHz 2 cores,Intel Pentium Gold G6500 4.1GHz 2 cores,2,2,,16 GB DDR4,16,500 GB (SSD SATA),500,False,Unmetered @ 1 Gbps,"Riga, LV",Latvia,LV,59,EUR,73.0,https://valebyte.com/en/servers/intel-pentium-gold-g6500-41ghz-2-cores-riga-lv/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-D 2141I 2.2GHz 8 cores,Intel Xeon-D 2141I 2.2GHz 8 cores,8,16,,128 GB DDR4 ECC,128,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"London, GB",London,,60,EUR,74.0,https://valebyte.com/en/servers/intel-xeon-d-2141i-22ghz-8-cores-london-gb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-D 2141I 2.2GHz 8 cores,Intel Xeon-D 2141I 2.2GHz 8 cores,8,16,,128 GB DDR4 ECC,128,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Strasbourg, FR",France,FR,60,EUR,74.0,https://valebyte.com/en/servers/intel-xeon-d-2141i-22ghz-8-cores-strasbourg-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-D 2141I 2.2GHz 8 cores,Intel Xeon-D 2141I 2.2GHz 8 cores,8,16,,128 GB DDR4 ECC,128,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,60,EUR,74.0,https://valebyte.com/en/servers/intel-xeon-d-2141i-22ghz-8-cores-warsaw-pl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-D 2141I 2.2GHz 8 cores,Intel Xeon-D 2141I 2.2GHz 8 cores,8,16,,128 GB DDR4 ECC,128,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,60,EUR,74.0,https://valebyte.com/en/servers/intel-xeon-d-2141i-22ghz-8-cores-gravelines-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-D 2141I 2.2GHz 8 cores,Intel Xeon-D 2141I 2.2GHz 8 cores,8,16,,128 GB DDR4 ECC,128,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Beauharnois, CA",Canada,CA,60,EUR,74.0,https://valebyte.com/en/servers/intel-xeon-d-2141i-22ghz-8-cores-beauharnois-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-D 2141I 2.2GHz 8 cores,Intel Xeon-D 2141I 2.2GHz 8 cores,8,16,,128 GB DDR4 ECC,128,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,60,EUR,74.0,https://valebyte.com/en/servers/intel-xeon-d-2141i-22ghz-8-cores-roubaix-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-D 2141I 2.2GHz 8 cores,Intel Xeon-D 2141I 2.2GHz 8 cores,8,16,,128 GB DDR4 ECC,128,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,60,EUR,74.0,https://valebyte.com/en/servers/intel-xeon-d-2141i-22ghz-8-cores-frankfurt-de-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon D-1531 2.2GHz 6 cores,Intel Xeon D-1531 2.2GHz 6 cores,6,12,,32 GB DDR4,32,2x 500 GB (SSD SATA),1000,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,62,EUR,77.0,https://valebyte.com/en/servers/intel-xeon-d-1531-22ghz-6-cores-amsterdam-nl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon D-1531 2.2GHz 6 cores,Intel Xeon D-1531 2.2GHz 6 cores,6,12,,32 GB DDR4,32,2x 500 GB (SSD SATA),1000,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,62,EUR,77.0,https://valebyte.com/en/servers/intel-xeon-d-1531-22ghz-6-cores-paris-fr-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Core i7-5820K 3.3GHz 6 cores,Intel Core i7-5820K 3.3GHz 6 cores,6,12,,64 GB DDR4,64,2x 240 GB (SSD SATA),480,False,Unmetered @ 1 Gbps,"Dusseldorf, DE",Germany,DE,62,EUR,77.0,https://valebyte.com/en/servers/intel-core-i7-5820k-33ghz-6-cores-dusseldorf-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3 1240v6 3.70GHz 4 cores,Intel Xeon E3 1240v6 3.70GHz 4 cores,4,8,8809,32 GB DDR4,32,3 x 250 GB (SATA SSD),750,False,Unmetered @ 300 Mbps,"Paris, FR",France,FR,63,EUR,78.0,https://valebyte.com/en/servers/intel-xeon-e3-1240v6-3-70ghz-4-32gb-750gb-paris-fr-0a94a9/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 5 PRO 3600 3.60GHz 6 cores,AMD Ryzen 5 PRO 3600 3.60GHz 6 cores,6,12,18037,32 GB DDR4,32,2 x 1 TB (NVMe SSD),2000,True,Unmetered @ 500 Mbps,"Paris, FR",France,FR,63,EUR,78.0,https://valebyte.com/en/servers/amd-ryzen-5-pro-3600-3-60ghz-6-32gb-2000gb-paris-fr-a36f37/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen PRO 3600 3.60GHz 6 cores,AMD Ryzen PRO 3600 3.60GHz 6 cores,6,12,17202,32 GB DDR4,32,2 x 1.02 TB (NVMe),2040,True,Unmetered @ 500 Mbps,"Warsaw, PL",Poland,PL,63,EUR,78.0,https://valebyte.com/en/servers/amd-ryzen-pro-3600-3-60ghz-6-32gb-2048gb-warsaw-pl-f70435/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1240 v6 3.7GHz 4 cores,Intel Xeon E3-1240 v6 3.7GHz 4 cores,4,8,,64 GB DDR4,64,2x 500 GB (SSD SATA),1000,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,63,EUR,78.0,https://valebyte.com/en/servers/intel-xeon-e3-1240-v6-37ghz-4-cores-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen PRO 3600 3.60GHz 6 cores,AMD Ryzen PRO 3600 3.60GHz 6 cores,6,12,17202,32 GB DDR4,32,2 x 1.02 TB (NVMe),2040,True,Unmetered @ 500 Mbps,"Amsterdam, NL",Netherlands,NL,63,EUR,78.0,https://valebyte.com/en/servers/amd-ryzen-pro-3600-3-60ghz-6-32gb-2048gb-amsterdam-nl-2fde99/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3 1240v6 3.70GHz 4 cores,Intel Xeon E3 1240v6 3.70GHz 4 cores,4,8,8809,32 GB DDR4,32,2 x 250 GB (SATA SSD),500,False,Unmetered @ 300 Mbps,"Paris, FR",France,FR,63,EUR,78.0,https://valebyte.com/en/servers/intel-xeon-e3-1240v6-3-70ghz-4-32gb-500gb-paris-fr-ef432a/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen PRO 3600 3.60GHz 6 cores,AMD Ryzen PRO 3600 3.60GHz 6 cores,6,12,17202,32 GB DDR4,32,2 x 1.02 TB (NVMe),2040,True,Unmetered @ 500 Mbps,"Paris, FR",France,FR,63,EUR,78.0,https://valebyte.com/en/servers/amd-ryzen-pro-3600-3-60ghz-6-32gb-2048gb-paris-fr-554f91/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 5 PRO 3600 3.60GHz 6 cores,AMD Ryzen 5 PRO 3600 3.60GHz 6 cores,6,12,18037,32 GB DDR4,32,2 x 1 TB (NVMe SSD),2000,True,Unmetered @ 500 Mbps,"Amsterdam, NL",Netherlands,NL,63,EUR,78.0,https://valebyte.com/en/servers/amd-ryzen-5-pro-3600-3-60ghz-6-32gb-2000gb-amsterdam-nl-8f3fdb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1240 v6 3.7GHz 4 cores,Intel Xeon E3-1240 v6 3.7GHz 4 cores,4,8,,64 GB DDR4,64,2x 500 GB (SSD SATA),1000,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,63,EUR,78.0,https://valebyte.com/en/servers/intel-xeon-e3-1240-v6-37ghz-4-cores-paris-fr-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2288G 3.7GHz 8 cores,Intel Xeon-E 2288G 3.7GHz 8 cores,8,16,,64 GB DDR4 ECC,64,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Strasbourg, FR",France,FR,67,EUR,83.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-strasbourg-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2288G 3.7GHz 8 cores,Intel Xeon-E 2288G 3.7GHz 8 cores,8,16,,64 GB DDR4 ECC,64,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,67,EUR,83.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-warsaw-pl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2288G 3.7GHz 8 cores,Intel Xeon-E 2288G 3.7GHz 8 cores,8,16,,64 GB DDR4 ECC,64,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Beauharnois, CA",Canada,CA,67,EUR,83.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-beauharnois-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2288G 3.7GHz 8 cores,Intel Xeon-E 2288G 3.7GHz 8 cores,8,16,,64 GB DDR4 ECC,64,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,67,EUR,83.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-gravelines-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2288G 3.7GHz 8 cores,Intel Xeon-E 2288G 3.7GHz 8 cores,8,16,,64 GB DDR4 ECC,64,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,67,EUR,83.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-frankfurt-de-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2288G 3.7GHz 8 cores,Intel Xeon-E 2288G 3.7GHz 8 cores,8,16,,64 GB DDR4 ECC,64,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"London, GB",London,,67,EUR,83.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-london-gb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon-E 2288G 3.7GHz 8 cores,Intel Xeon-E 2288G 3.7GHz 8 cores,8,16,,64 GB DDR4 ECC,64,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,67,EUR,83.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-roubaix-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E3-1240v5,E3-1240v5,4,8,,32GB ECC DDR4 ,32,2x 250 GB (SSD),500,False,30TB @ 3Gbps,"Siauliai, LT",Lithuania,LT,83,USD,83.0,https://valebyte.com/en/servers/e3-1240v5-siauliai-lt/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1270 v6 3.8GHz 4 cores,Intel Xeon E3-1270 v6 3.8GHz 4 cores,4,8,,32 GB DDR4,32,1 TB (HDD SATA),1000,False,Unmetered @ 1 Gbps,"Barcelona, ES",Spain,ES,68,EUR,84.0,https://valebyte.com/en/servers/intel-xeon-e3-1270-v6-38ghz-4-cores-barcelona-es/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2430 2.2GHz 6 cores,Intel Xeon E5-2430 2.2GHz 6 cores,6,12,,64 GB DDR3,64,4x 250 GB (SSD SATA),1000,False,Unmetered @ 1 Gbps,"London, UK",UK,UK,68,EUR,84.0,https://valebyte.com/en/servers/intel-xeon-e5-2430-22ghz-6-cores-london-uk-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2 2.80GHz 4 cores,Intel Xeon E5 1410 v2 2.80GHz 4 cores,4,8,5715,96 GB DDR3,96,2 x 6 TB (HDD),12000,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,69,EUR,85.0,https://valebyte.com/en/servers/intel-xeon-e5-1410-v2-2-80ghz-4-96gb-12002gb-paris-fr-45bdd4/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2 2.80GHz 4 cores,Intel Xeon E5 1410 v2 2.80GHz 4 cores,4,8,5715,96 GB DDR3,96,2 x 6 TB (HDD),12000,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,69,EUR,85.0,https://valebyte.com/en/servers/intel-xeon-e5-1410-v2-2-80ghz-4-96gb-12002gb-warsaw-pl-9e9d45/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2 2.80GHz 4 cores,Intel Xeon E5 1410 v2 2.80GHz 4 cores,4,8,5715,96 GB DDR3,96,2 x 6 TB (HDD),12000,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,69,EUR,85.0,https://valebyte.com/en/servers/intel-xeon-e5-1410-v2-2-80ghz-4-96gb-12002gb-amsterdam-nl-cc74b4/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
